uniqueid,sitetype2,orgunituid,sitename,snu1,snu2,psnu,snu1uid,psnuuid,snu2uid,diff_snu2,gis_na,lon,lat
524,1,MYMZKfW4a4F,Wende Primary Health Center,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,0,0,9.32939,7.59584
525,1,qRBYxXT5oNy,Mbakighir Primary Health Centre,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,1,0,9.226591221,7.666632015
526,1,RCVEsesYe2Z,Live Clinic,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,1,0,9.226591221,7.666632015
527,1,Sg1lTBErQMf,Dooshima Primary Health Centre,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,0,0,9.32944,7.75333
528,1,SOXiZPYNNxE,Agbungu Primary Health Center,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,0,0,9.35005,7.48666
529,1,VqKuYd50P6Z,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Hospital - Anyiin,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,0,0,9.24575,7.81506
530,1,wPBzr3bpuFY,Tordoo Clinic,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,1,0,9.226591221,7.666632015
531,1,p744o3LL0jI,Ikyo Primary Health Center,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,0,0,9.22944,7.65167
532,1,YrOi3vit8KV,Jun Primary Health Centre,Benue,Logo,be Logo,vSN6HHeBPqw,ZewNOZ5xMp9,ZewNOZ5xMp9,1,0,9.226591221,7.666632015
533,1,OvrEXmiUvLy,Jolua Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.51052,7.74426
534,1,CIb6wzAz9SW,Sandra Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.51837,7.73534
535,1,LBAGrpkYXFZ,Grace Cottage Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.52599,7.77234
536,1,XAGjhppjhh3,Northbank General Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.54398,7.75573
537,1,EH08kwk1foy,Makurdi Kp One Stop Shop,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,1,8.519252894,7.737299131
538,1,dYTwhf3cV9I,Queens Clinic,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.52822,7.72455
539,1,xbHk6A9M5Ah,Bishop Murray Medical Center,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.5331,7.721
540,1,xSgOL9OVNfU,Homa Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.51592,7.70988
541,1,Km93XCNZYCr,Rahama Clinic And Maternity,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.56301,7.71956
542,1,SK0Tbjnhqol,Benue Women Primary Health Center,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.50507,7.72724
543,1,AgRjHcsC4wf,Benue State University Teaching Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.56793,7.72402
544,1,aITz5usak9o,Hope Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.50815,7.74358
545,1,EA0gMmZjNn6,Federal Medical Center - Makurdi,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.51567,7.74082
546,1,LKbSI2dBhSa,Yima Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.52402,7.77249
547,1,P82OYKREDEj,City Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.53315,7.72869
548,1,s9bl6apI0dc,Hemko Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.53343,7.70655
549,1,yNRTTH6Bi6I,Multicare Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.5077,7.72573
550,1,LU9X6cRfdAJ,King Cross Clinic And Maternity,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.53319,7.72046
551,1,rLuGqHLz5O0,Asiasa Primary Health Center,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.54399,7.75574
552,1,baLNc1OTsyV,Immaculate Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.52293,7.71842
553,1,XKWExXxnuL0,Wadata Primary Health Center,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,1,0,8.519252894,7.737299131
554,1,dWMSkFIYteW,Makurdi Family Support Program Clinic,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,0,0,8.52357,7.72966
555,1,FuHdYbMsHCb,Ushakaa Hospital,Benue,Makurdi,be Makurdi,vSN6HHeBPqw,Q2Gb99dokfK,Q2Gb99dokfK,1,0,8.519252894,7.737299131
556,1,uSeJS22p2r2,Okileme Primary Health Center,Benue,Obi,be Obi,vSN6HHeBPqw,PuJqb4zMn4A,PuJqb4zMn4A,1,0,8.281534587,7.027828399
557,1,Z4g8qfFBRMq,Obarike-Ito General Hospital,Benue,Obi,be Obi,vSN6HHeBPqw,PuJqb4zMn4A,PuJqb4zMn4A,0,0,8.32172,7.02997
558,1,KbWXTRCZC4y,Orokam Primary Health Center,Benue,Ogbadibo,be Ogbadibo,vSN6HHeBPqw,TaAqWZoyAof,TaAqWZoyAof,0,0,7.58288,6.99678
559,1,qcPZlA9yzPu,Ijadoga Otukpa General Hospital,Benue,Ogbadibo,be Ogbadibo,vSN6HHeBPqw,TaAqWZoyAof,TaAqWZoyAof,0,0,7.68288,7.13115
560,1,GSdeBtvfOfl,Ukpobi Primary Health Center,Benue,Ohimini,be Ohimini,vSN6HHeBPqw,nWLwNNNzJ7N,nWLwNNNzJ7N,1,0,7.952476668,7.251027573
561,1,rjusKH8sGh2,Idekpa General Hospital,Benue,Ohimini,be Ohimini,vSN6HHeBPqw,nWLwNNNzJ7N,nWLwNNNzJ7N,1,0,7.952476668,7.251027573
562,1,VHZ9GqTZE7f,Igwe Ebong Primary Health Center,Benue,Oju,be Oju,vSN6HHeBPqw,L9g3RB3Jqy3,L9g3RB3Jqy3,0,0,8.38096,6.8159
563,1,K4GsTlokTy7,Adiyama Hospital,Benue,Oju,be Oju,vSN6HHeBPqw,L9g3RB3Jqy3,L9g3RB3Jqy3,0,0,8.42267,6.86071
564,1,rEQ6l5PTFp8,Bethesda Hospital - Ikachi,Benue,Oju,be Oju,vSN6HHeBPqw,L9g3RB3Jqy3,L9g3RB3Jqy3,0,0,8.46906,6.85533
565,1,PUgQr3FrIgs,Alfa Clinic,Benue,Okpokwu,be Okpokwu,vSN6HHeBPqw,Sf0fPuVTEf1,Sf0fPuVTEf1,0,0,7.81934,7.15505
566,1,NEntA3EhuNV,Ugbokolo Comprehensive Health Center,Benue,Okpokwu,be Okpokwu,vSN6HHeBPqw,Sf0fPuVTEf1,Sf0fPuVTEf1,0,0,7.79374,7.15487
567,1,WqanRoYZhre,Okopga General Hospital,Benue,Okpokwu,be Okpokwu,vSN6HHeBPqw,Sf0fPuVTEf1,Sf0fPuVTEf1,0,0,7.80785,6.99622
568,1,jkTZCfjUJSI,Holy Name Clinic - Ugbokolo,Benue,Okpokwu,be Okpokwu,vSN6HHeBPqw,Sf0fPuVTEf1,Sf0fPuVTEf1,0,0,7.78768,7.15159
569,1,BX3EuUL4p5y,St. Mary's Hospital - Okpoga,Benue,Okpokwu,be Okpokwu,vSN6HHeBPqw,Sf0fPuVTEf1,Sf0fPuVTEf1,0,0,7.8085,7.0322
570,1,yYEWnsmGaEP,Mount Zion Gate Hospital - Oturkpo,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.12236,7.18939
571,1,zuehjuhNlcJ,St James Health Centre Ogboju-Ogobia,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.04797,7.34987
572,1,UPUz4QHOmfd,Otia Hospital - Otukpo,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.13733,7.19078
573,1,jwRjWD3wLjp,St. Charles' Hospital,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,1,0,8.07433691,7.308598501
574,1,QpkrLj2knB6,Nazareth Hospital,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.12958,7.2005
575,1,ElnOS6Ya1ox,May Memorial Hospital,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,7.9557,7.44817
576,1,Anw44QfDgdC,St. Theresa Hospital - Otukpo,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.13741,7.18929
577,1,sIqd320H5pa,St. Joseph's Hospital-Ogobia,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,1,0,8.07433691,7.308598501
578,1,WCzlcV9pGtM,Salem Hospital - Benue,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.1306,7.19332
579,1,xDrZUl3o7DR,Otukpo Comprehensive Health Center,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.15529,7.14205
580,1,sjKFIaqLXzI,Oturkpo General Hospital,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.1649,7.13251
581,1,POuRUbKpyDl,St. Veronica Clinic And Maternity - Oturkpo,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.12382,7.18155
582,1,G1I22uSE1YC,Ihotu Clinic And Maternity,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.14873,7.20337
583,1,qNdmOBdGQhk,Otukpo Kp One Stop Shop,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,1,8.07433691,7.308598501
584,1,hs46vwSoags,St. Daniel Hospital,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.18001,7.11616
585,1,U69eo6GL6P1,Sev-Av Foundation - Otukpo,Benue,Oturkpo,be Otukpo,vSN6HHeBPqw,RM45QszoeEi,RM45QszoeEi,0,0,8.14744,7.19411
586,1,e1QRJEXGDQe,Tarka Kp One Stop Shop,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,0,1,8.828540142,7.626182495
587,1,ZTPVFq6u1nN,Tse-Tiah Primary Health Centre,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
588,1,G82knieoyf2,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Health Center - Asukunya,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,0,0,8.86905,7.66214
589,1,jUXd98nF6tO,Tse-Akiishi Primary Health Center,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
590,1,kexwjLUlsZy,Aso Comprehensive Health Center,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
591,1,nV2DKeGv8AQ,Tiortyu Local Government Health Center,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,0,0,8.88176,7.56318
592,1,p5jlZi85pLh,Salem Primary Health Centre,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
593,1,PyyoRwjaZ6Z,Aboho Primary Health Centre,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,0,1,8.828540142,7.626182495
594,1,G5eD8nBMRPO,Kpe-Ambila Primary Health Centre,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
595,1,aUsI0GxqwfK,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Clinic - Wannune,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
596,1,y5YbCaq6VFR,Subbesa Clinic,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
597,1,UPvsRuG3lnz,Atighir Local Government Health Center,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
598,1,RlGe0zMvrra,Township Clinic - Wannune,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,0,0,8.85567,7.54521
599,1,f2gdbSL4kqK,Wuatsa Family Support Program Clinic,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
600,1,SNb8IS5SukA,St. Michaels Clinic,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
601,1,tCLZNcfcMy3,Wannune General Hospital,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
602,1,UbFbAGiSBNv,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Health Center - Uchi,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,0,0,8.81035,7.68573
603,1,uPRX8ftEmL5,Gwarche Primary Health Centre,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,0,0,8.88287,7.56528
604,1,zJseTdMM6Ph,St. Christopher Health Clinic - Wannune,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
605,1,InmLlQBslD6,Asukunya Primary Health Center,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
606,1,WD93HklJ2QC,Azungur Primary Health Centre,Benue,Tarka,be Tarka,vSN6HHeBPqw,eFnaQTWW1DC,eFnaQTWW1DC,1,0,8.828540142,7.626182495
607,1,IpkjSyTCKdk,Ukum Kp One Stop Shop,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,1,9.568910068,7.638903218
608,1,UwPzLQbX6z0,St. Anthony's Hospital - Zaki Biam,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.5999,7.5117
609,1,xrktdSSHsk8,Alabar Comprehensive Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.6096,7.48939
610,1,JKhF15NVQ8N,Hwembe Comprehensive Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.64531,7.46079
611,1,j2rgCN38K5P,Woma Clinic And Maternity,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.60732,7.5039
612,1,yoiyriXtW1G,Aterayange Comprehensive Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.61647,7.50708
613,1,bNXkry2HvEv,Tornajime Model Primary Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,1,0,9.568910068,7.638903218
614,1,AptnTvyenuo,Asambe Primary Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.60548,7.49755
615,1,Ki7oL3P60Gk,Jordan Clinic And Maternity,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.60683,7.50681
616,1,PYkGrLe6kRy,Vaase Local Government Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,1,0,9.568910068,7.638903218
617,1,AUxnTCxG8Hn,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Primary Health Center - Pervkyaa,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,1,0,9.568910068,7.638903218
618,1,qk2SW3ifeyo,Sankera General Hospital,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,1,0,9.568910068,7.638903218
619,1,kOmUbf3xx0o,Salvation Hospital,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,1,0,9.568910068,7.638903218
620,1,XP2njsDoK3u,Melabu Comprehensive Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.73183,7.56426
621,1,ROzMKxCUG62,St. Mary Primary Health Center - Chito,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.59754,7.71194
622,1,Ikw1ubU63ji,Kafa Clinic,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.71947,7.54521
623,1,EGG0mUGRKdC,Sankera Family Support Program Clinic,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,1,0,9.568910068,7.638903218
624,1,Oexe9zs1Ehb,Ayati Primary Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.6302,7.51389
625,1,r0E0bUsIjrC,King of Kings Clinic And Maternity,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,1,0,9.568910068,7.638903218
626,1,rU0owasuzGp,Afia Comprehensive Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.48602,7.75735
627,1,vdABjhoRp53,Iorna Clinic,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.69887,7.503
628,1,ZHUzBV58GYR,Kyado Primary Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.73503,7.64784
629,1,RL4SNIxhQBi,Zaki-Biam City Clinic And Maternity,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.60624,7.50674
630,1,xHCRTxh1UoC,Chito Local Government Health Center,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.64256,7.51798
631,1,vDwjnLtvE9E,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Hospital- Zaki Biam,Benue,Ukum,be Ukum,vSN6HHeBPqw,cvkiCumu2an,cvkiCumu2an,0,0,9.67126,7.51689
632,1,xJSu0qeS9vf,St. Francis Primary Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
633,1,oVvqxfB2P4W,Oostra-Gum Clinic And Maternity,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
634,1,cIKRpGcM5yd,Yaakar Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
635,1,JTD3QnVPI8l,Hitom Orbiam Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
636,1,yk6RVaDElKT,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Clinic -Aku,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,8.92629,7.06567
637,1,GDWQ1gtrq7o,Mgbayiman Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
638,1,qCNoZOVZNMS,Yimase Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,8.9315,7.0721
639,1,RCNdVagYyNw,First Clinic And Maternity - Lobbi,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.068481052,7.102577279
640,1,UnkA6GX7nnG,Baki Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0206,7.1292
641,1,kEUmib8n7Nk,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Health Center - Taangahaar,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.068481052,7.102577279
642,1,qHFn6eKPzZR,Atekombo Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.00673,7.16589
643,1,fRu5JBdDWTp,Tyson Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0225,7.1256
644,1,AC09BTkiT9k,Ushongo Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
645,1,UdO3AJxt6D7,Mayange Primary Health Care,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,8.97389,7.16998
646,1,TGvQr45Lmoy,Wajir Primary Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
647,1,MA3kXKHqF8L,St. Mary's Primary Health Center - Alumuku,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.068481052,7.102577279
648,1,kWdcnanesGf,Progress Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0288,7.1243
649,1,Bt9AmJKxN28,Waapera Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0222,7.18215
650,1,cOc62Ku53kR,Tseghem Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
651,1,CZugrC0pZ3a,Hegha Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
652,1,k9MhgZ2cUPG,Aku Primary Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,8.92629,7.06567
653,1,KNwYLS8wBMQ,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Health Center - Gbe,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.068481052,7.102577279
654,1,Mb6TF6q1qQF,Faith Health Clinic - Atoga,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0108,7.2084
655,1,mHQFWXYfC6i,Phesset Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0223,7.1298
656,1,mQvR7uUjq8a,Yanibo Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0538,7.1544
657,1,Nb4Em9Zs3Eq,Ushongo Kp One Stop Shop,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.068481052,7.102577279
658,1,oOwDebIrySs,Kartyo Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,8.94196,7.1887
659,1,pVuatRaVnJu,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Health Center - Lessel,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.02184,7.13188
660,1,XS7oHkodgdY,Akerior Comprehensive Health Center,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,1,0,9.068481052,7.102577279
661,1,vGJhQeNenm1,Maternal And Child Health Centre Lessel,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.0254,7.1327
662,1,HznzDeNotIB,City Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.2586,6.9887
663,1,CiJA7pwWM1M,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Health Center - Korinjo,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.068481052,7.102577279
664,1,LUkUENaNGN6,Sati Ikov Health Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.3477,7.03042
665,1,EDdYwB26l0W,Bethsaida Clinic,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.2549,6.9492
666,1,iCI3qip67kQ,Nongu U Kristu Ke Sudan Hen Tiv (Nkst) Health Center - Ifo Mbakuwa,Benue,Ushongo,be Ushongo,vSN6HHeBPqw,apUWJiF9sQ2,apUWJiF9sQ2,0,1,9.068481052,7.102577279
